시도명,구시군명,기권율_이전회_pct,투표율_이전회_pct,기권율_전전회_pct,투표율_전전회_pct,기권율_증가_pct,청년_20대_투표율_pct,장년_30-40대_투표율_pct,중년_50-60대_투표율_pct,고령_70대이상_투표율_pct,세대격차_pct,청년인구비율_pct,장년인구비율_pct,중년인구비율_pct,고령인구비율_pct,기권의향률_pct,정치무관심률_pct,효능감_평균,정책인지_평균,공정선거인식_평균,기권율_Y_pct
서울특별시,종로구,45.57,54.43,45.57,54.43,,42.35,45.4,60.3,65.05,22.7,14.64,27.76,31.89,14.38,7.2,41.6,3.99,1.93,3.14,
서울특별시,중구,46.16,53.84,46.16,53.84,,38.4,44.7,60.3,67.45,29.05,13.19,31.74,30.21,14.88,7.2,41.6,3.99,1.93,3.14,
서울특별시,용산구,47.36,52.64,47.36,52.64,,40.95,43.0,62.75,63.1,22.15,12.89,32.9,29.74,12.42,7.2,41.6,3.99,1.93,3.14,
서울특별시,성동구,44.54,55.46,44.54,55.46,,41.7,47.63333333333333,64.85,66.35,24.65,13.66,31.96,29.55,12.24,7.2,41.6,3.99,1.93,3.14,
서울특별시,광진구,48.6,51.4,48.6,51.4,,37.5,42.5,61.6,66.0,28.5,16.42,31.05,29.2,11.79,7.2,41.6,3.99,1.93,3.14,
서울특별시,동대문구,48.03,51.97,48.03,51.97,,39.4,41.43333333333333,61.400000000000006,66.2,26.8,15.79,29.54,28.91,13.4,7.2,41.6,3.99,1.93,3.14,
서울특별시,중랑구,49.05,50.95,49.05,50.95,,37.0,39.66666666666666,59.85,66.05000000000001,29.05,11.78,29.07,33.35,14.74,7.2,41.6,3.99,1.93,3.14,
서울특별시,성북구,46.66,53.34,46.66,53.34,,41.45,44.23333333333333,61.25,64.5,23.05,14.73,27.49,30.57,13.39,7.2,41.6,3.99,1.93,3.14,
서울특별시,강북구,50.25,49.75,50.25,49.75,,40.297916666666666,44.49444444444444,63.02291666666667,65.53958333333334,25.241666666666664,12.11,25.18,34.53,17.61,7.2,41.6,3.99,1.93,3.14,
서울특별시,도봉구,47.11,52.89,47.11,52.89,,40.2,40.36666666666667,61.25,66.05000000000001,25.85,10.93,25.52,35.1,16.7,7.2,41.6,3.99,1.93,3.14,
서울특별시,노원구,44.5,55.5,44.5,55.5,,43.2,46.06666666666666,65.8,65.65,22.45,12.5,26.9,32.23,13.8,7.2,41.6,3.99,1.93,3.14,
서울특별시,은평구,48.38,51.62,48.38,51.62,,39.3,44.13333333333333,61.650000000000006,62.650000000000006,23.35,12.09,28.81,32.06,14.61,7.2,41.6,3.99,1.93,3.14,
서울특별시,서대문구,45.91,54.09,45.91,54.09,,39.8,47.9,64.1,65.5,25.7,14.89,29.01,29.76,13.32,7.2,41.6,3.99,1.93,3.14,
서울특별시,마포구,46.07,53.93,46.07,53.93,,44.45,48.66666666666666,63.85,65.6,21.15,15.12,33.29,27.59,11.12,7.2,41.6,3.99,1.93,3.14,
서울특별시,양천구,44.59,55.41,44.59,55.41,,42.6,47.833333333333336,65.85,63.5,20.9,10.75,28.5,31.63,12.44,7.2,41.6,3.99,1.93,3.14,
서울특별시,강서구,48.29,51.71,48.29,51.71,,38.35,43.20000000000001,61.9,64.25,25.9,12.81,32.39,29.14,12.99,7.2,41.6,3.99,1.93,3.14,
서울특별시,구로구,46.82,53.18,46.82,53.18,,40.95,44.0,59.9,65.7,24.75,11.83,30.26,30.72,14.58,7.2,41.6,3.99,1.93,3.14,
서울특별시,금천구,50.28,49.72,50.28,49.72,,35.349999999999994,39.0,57.25,65.1,29.75,13.97,30.25,32.16,14.03,7.2,41.6,3.99,1.93,3.14,
서울특별시,영등포구,46.74,53.26,46.74,53.26,,42.05,46.93333333333334,63.55,64.95,22.9,14.02,34.09,27.67,12.31,7.2,41.6,3.99,1.93,3.14,
서울특별시,동작구,45.57,54.43,45.57,54.43,,39.95,46.633333333333326,65.1,66.6,26.65,15.94,30.28,28.55,13.23,7.2,41.6,3.99,1.93,3.14,
서울특별시,관악구,49.62,50.38,49.62,50.38,,36.3,42.5,64.05000000000001,66.45,30.15,21.2,31.75,25.94,12.77,7.2,41.6,3.99,1.93,3.14,
서울특별시,서초구,44.0,56.0,44.0,56.0,,42.150000000000006,47.133333333333326,67.1,69.1,26.95,11.42,30.97,28.32,11.34,7.2,41.6,3.99,1.93,3.14,
서울특별시,강남구,46.43,53.57,46.43,53.57,,40.7,43.8,67.65,66.9,26.2,11.15,32.33,27.48,11.31,7.2,41.6,3.99,1.93,3.14,
서울특별시,송파구,44.99,55.01,44.99,55.01,,41.650000000000006,46.6,66.2,66.2,24.55,11.57,32.61,28.82,11.49,7.2,41.6,3.99,1.93,3.14,
서울특별시,강동구,46.15,53.85,46.15,53.85,,41.4,44.53333333333333,65.05,64.05,22.65,10.95,31.76,29.49,12.13,7.2,41.6,3.99,1.93,3.14,
부산광역시,중구,49.98,50.02,49.98,50.02,,29.95,30.266666666666666,55.25,63.75,33.8,12.76,21.49,35.98,22.94,5.6,36.3,3.88,1.86,3.18,
부산광역시,서구,49.64,50.36,49.64,50.36,,33.5,35.8,60.4,60.8,27.3,10.34,22.26,34.75,20.76,5.6,36.3,3.88,1.86,3.18,
부산광역시,동구,49.51,50.49,49.51,50.49,,30.15,32.5,58.35,64.5,34.35,9.41,25.09,34.08,20.94,5.6,36.3,3.88,1.86,3.18,
부산광역시,영도구,49.46,50.54,49.46,50.54,,32.65,32.4,57.0,58.0,25.35,8.38,20.42,36.75,23.84,5.6,36.3,3.88,1.86,3.18,
부산광역시,부산진구,52.37,47.63,52.37,47.63,,30.4,33.2,58.45,64.8,34.4,12.64,28.25,31.33,15.4,5.6,36.3,3.88,1.86,3.18,
부산광역시,동래구,50.1,49.9,50.1,49.9,,32.05,35.7,61.2,62.3,30.25,9.23,27.23,31.82,15.21,5.6,36.3,3.88,1.86,3.18,
부산광역시,남구,47.8,52.2,47.8,52.2,,35.150000000000006,36.56666666666667,63.7,65.6,30.45,11.97,24.72,32.2,16.65,5.6,36.3,3.88,1.86,3.18,
부산광역시,북구,48.74,51.26,48.74,51.26,,33.3,38.63333333333333,60.650000000000006,61.0,27.7,9.25,24.72,37.11,15.66,5.6,36.3,3.88,1.86,3.18,
부산광역시,해운대구,51.24,48.76,51.24,48.76,,34.6,36.46666666666667,59.5,60.3,25.7,9.37,25.92,34.3,14.99,5.6,36.3,3.88,1.86,3.18,
부산광역시,기장군,55.33,44.67,55.33,44.67,,30.95,32.166666666666664,55.25,58.8,27.85,8.3,29.25,29.85,13.59,5.6,36.3,3.88,1.86,3.18,
부산광역시,사하구,52.94,47.06,52.94,47.06,,31.7,31.23333333333333,57.3,58.35,26.65,10.05,24.06,36.05,17.03,5.6,36.3,3.88,1.86,3.18,
부산광역시,금정구,48.68,51.32,48.68,51.32,,36.2,38.2,59.05,65.1,28.9,12.39,22.08,34.87,18.5,5.6,36.3,3.88,1.86,3.18,
부산광역시,강서구,54.37,45.63,54.37,45.63,,26.6,31.433333333333337,60.45,58.75,32.15,6.92,36.68,24.1,8.94,5.6,36.3,3.88,1.86,3.18,
부산광역시,연제구,48.9,51.1,48.9,51.1,,35.0,36.76666666666666,62.3,65.25,30.25,10.01,28.0,31.71,15.78,5.6,36.3,3.88,1.86,3.18,
부산광역시,수영구,52.05,47.95,52.05,47.95,,27.75,32.766666666666666,58.65,65.15,37.4,11.36,27.07,31.75,17.95,5.6,36.3,3.88,1.86,3.18,
부산광역시,사상구,52.51,47.49,52.51,47.49,,30.75,34.833333333333336,57.25,61.150000000000006,30.4,10.79,23.91,37.93,16.27,5.6,36.3,3.88,1.86,3.18,
대구광역시,중구,57.09,42.91,57.09,42.91,,31.0,33.166666666666664,49.7,53.45,22.45,13.38,32.88,25.31,12.17,6.9,0.0,3.75,1.91,3.28,
대구광역시,동구,55.9,44.1,55.9,44.1,,31.35,33.43333333333333,52.7,59.95,28.6,9.83,26.69,33.17,16.32,6.9,0.0,3.75,1.91,3.28,
대구광역시,서구,55.18,44.82,55.18,44.82,,30.75,29.9,51.7,60.9,30.15,8.73,23.91,37.81,18.63,6.9,0.0,3.75,1.91,3.28,
대구광역시,남구,57.63,42.37,57.63,42.37,,29.15,27.9,49.85,57.35,28.2,11.6,24.89,33.77,18.75,6.9,0.0,3.75,1.91,3.28,
대구광역시,북구,57.04,42.96,57.04,42.96,,33.25,35.666666666666664,55.2,58.45,25.2,12.25,25.46,34.55,12.7,6.9,0.0,3.75,1.91,3.28,
대구광역시,수성구,54.87,45.13,54.87,45.13,,34.45,35.166666666666664,53.5,57.900000000000006,23.45,10.23,25.86,32.66,13.0,6.9,0.0,3.75,1.91,3.28,
대구광역시,달서구,58.61,41.39,58.61,41.39,,30.25,30.83333333333333,49.25,55.4,25.15,11.12,25.72,35.15,12.77,6.9,0.0,3.75,1.91,3.28,
대구광역시,달성군,57.44,42.56,57.44,42.56,,32.05,33.53333333333333,55.75,57.0,24.95,8.56,30.02,31.37,10.96,6.9,0.0,3.75,1.91,3.28,
인천광역시,중구,54.1,45.9,54.1,45.9,,34.349999999999994,37.16666666666667,56.05,61.05,26.7,12.32,33.07,27.58,10.25,8.3,29.1,3.9,2.02,3.08,
인천광역시,동구,45.11,54.89,45.11,54.89,,38.150000000000006,40.333333333333336,64.4,65.45,27.3,9.16,25.3,34.31,18.79,8.3,29.1,3.9,2.02,3.08,
인천광역시,미추홀구,55.29,44.71,55.29,44.71,,32.35,34.6,55.650000000000006,60.1,27.75,11.61,28.88,32.05,13.48,8.3,29.1,3.9,2.02,3.08,
인천광역시,연수구,48.32,51.68,48.32,51.68,,35.95,44.833333333333336,67.05,61.65,25.7,10.85,31.25,30.08,7.84,8.3,29.1,3.9,2.02,3.08,
인천광역시,남동구,51.94,48.06,51.94,48.06,,34.25,35.53333333333334,60.75,61.75,27.5,11.11,27.71,34.21,12.33,8.3,29.1,3.9,2.02,3.08,
인천광역시,부평구,52.49,47.51,52.49,47.51,,36.05,37.3,58.1,60.25,24.2,10.9,29.43,33.77,12.17,8.3,29.1,3.9,2.02,3.08,
인천광역시,계양구,43.94,56.06,43.94,56.06,,44.85,47.9,68.45,62.75,17.9,11.08,26.78,38.32,11.31,8.3,29.1,3.9,2.02,3.08,
인천광역시,서구,53.76,46.24,53.76,46.24,,33.6,36.93333333333333,60.3,57.35,23.75,10.47,32.86,29.76,8.15,8.3,29.1,3.9,2.02,3.08,
인천광역시,강화군,38.1,61.9,38.1,61.9,,36.95,42.06666666666667,67.55,61.5,24.55,5.85,16.79,39.2,26.46,8.3,29.1,3.9,2.02,3.08,
인천광역시,옹진군,32.82,67.18,32.82,67.18,,39.55,57.36666666666667,83.30000000000001,81.05000000000001,41.5,10.76,17.76,40.01,22.7,8.3,29.1,3.9,2.02,3.08,
광주광역시,동구,57.48,42.52,57.48,42.52,,31.55,31.100000000000005,50.2,56.95,25.4,12.67,26.93,29.37,16.55,4.5,16.1,4.01,1.76,2.7,
광주광역시,서구,60.32,39.68,60.32,39.68,,30.25,30.0,48.45,57.85,27.6,12.75,27.0,32.52,12.19,4.5,16.1,4.01,1.76,2.7,
광주광역시,남구,60.31,39.69,60.31,39.69,,28.75,34.5,46.25,52.8,24.05,10.18,26.58,30.6,14.67,4.5,16.1,4.01,1.76,2.7,
광주광역시,북구,62.04,37.96,62.04,37.96,,29.35,29.03333333333333,44.3,49.8,20.45,11.62,27.36,32.26,12.61,4.5,16.1,4.01,1.76,2.7,
광주광역시,광산구,66.66,33.34,66.66,33.34,,24.700000000000003,25.8,41.65,44.8,20.1,12.78,29.33,30.82,7.83,4.5,16.1,4.01,1.76,2.7,
대전광역시,동구,50.99,49.01,50.99,49.01,,30.85,37.16666666666666,60.0,63.0,32.15,12.63,24.78,32.7,15.54,9.0,44.5,3.94,1.89,3.11,
대전광역시,중구,49.8,50.2,49.8,50.2,,36.35,37.6,61.25,61.65,25.3,11.03,25.29,32.93,16.1,9.0,44.5,3.94,1.89,3.11,
대전광역시,서구,51.75,48.25,51.75,48.25,,32.85,36.96666666666667,62.400000000000006,62.95,30.1,13.59,29.04,30.36,10.63,9.0,44.5,3.94,1.89,3.11,
대전광역시,유성구,48.42,51.58,48.42,51.58,,37.1,43.53333333333333,65.2,60.8,23.7,14.06,31.63,28.06,7.63,9.0,44.5,3.94,1.89,3.11,
대전광역시,대덕구,50.16,49.84,50.16,49.84,,34.8,36.03333333333333,60.95,63.65,28.85,11.18,24.47,37.27,13.82,9.0,44.5,3.94,1.89,3.11,
울산광역시,중구,45.66,54.34,45.66,54.34,,36.8,42.6,68.3,61.85,25.05,9.08,26.54,35.76,13.33,5.6,36.3,3.88,1.86,3.18,
울산광역시,남구,49.7,50.3,49.7,50.3,,31.15,36.66666666666666,64.6,61.5,30.35,11.06,28.55,34.56,10.51,5.6,36.3,3.88,1.86,3.18,
울산광역시,동구,44.39,55.61,44.39,55.61,,35.849999999999994,44.46666666666667,71.69999999999999,62.35,26.5,9.43,28.8,33.2,11.47,5.6,36.3,3.88,1.86,3.18,
울산광역시,북구,49.65,50.35,49.65,50.35,,35.1,41.7,67.85,57.25,22.15,9.67,31.14,32.0,7.25,5.6,36.3,3.88,1.86,3.18,
울산광역시,울주군,47.43,52.57,47.43,52.57,,34.95,37.56666666666666,64.6,61.05,26.1,9.6,24.75,37.65,12.62,5.6,36.3,3.88,1.86,3.18,
세종특별자치시,세종특별자치시,48.76,51.24,48.76,51.24,,36.65,45.56666666666667,64.45,58.95,22.3,9.538709677419355,24.08931451612903,34.788306451612904,17.282540322580644,9.0,44.5,3.94,1.89,3.11,
경기도,수원시장안구,46.74,53.26,46.74,53.26,,42.6,41.833333333333336,65.3,61.0,18.4,13.81,27.12,33.19,10.99,8.3,29.1,3.9,2.02,3.08,
경기도,수원시권선구,50.67,49.33,50.67,49.33,,38.25,37.96666666666667,62.8,63.75,25.5,12.25,31.47,31.74,9.56,8.3,29.1,3.9,2.02,3.08,
경기도,수원시팔달구,51.68,48.32,51.68,48.32,,35.25,40.93333333333334,63.95,64.44999999999999,29.2,14.44,30.61,30.93,11.35,8.3,29.1,3.9,2.02,3.08,
경기도,수원시영통구,45.91,54.09,45.91,54.09,,39.0,44.6,68.2,64.7,25.7,13.97,34.68,26.39,5.97,8.3,29.1,3.9,2.02,3.08,
경기도,성남시수정구,48.82,51.18,48.82,51.18,,36.3,39.53333333333333,62.75,60.1,23.8,11.73,29.96,32.31,12.99,8.3,29.1,3.9,2.02,3.08,
경기도,성남시중원구,49.06,50.94,49.06,50.94,,34.8,38.7,56.0,59.3,24.5,11.47,29.45,33.46,13.27,8.3,29.1,3.9,2.02,3.08,
경기도,성남시분당구,37.97,62.03,37.97,62.03,,46.150000000000006,52.4,73.05,70.15,24.0,11.2,31.0,29.38,10.17,8.3,29.1,3.9,2.02,3.08,
경기도,의정부시,53.04,46.96,53.04,46.96,,33.95,35.43333333333334,58.5,61.5,27.55,11.42,27.76,33.33,12.54,8.3,29.1,3.9,2.02,3.08,
경기도,안양시만안구,46.85,53.15,46.85,53.15,,37.35,40.2,64.65,64.75,27.4,11.27,28.35,34.17,13.27,8.3,29.1,3.9,2.02,3.08,
경기도,안양시동안구,41.21,58.79,41.21,58.79,,45.6,49.5,70.3,68.3,22.7,11.01,31.49,30.69,9.41,8.3,29.1,3.9,2.02,3.08,
경기도,부천시,50.57,49.43,50.57,49.43,,37.6,38.53333333333333,60.650000000000006,60.1,22.5,11.05,28.31,35.0,11.89,8.3,29.1,3.9,2.02,3.08,
경기도,광명시,43.53,56.47,43.53,56.47,,41.5,47.56666666666666,65.9,63.6,22.1,10.96,30.38,31.54,10.98,8.3,29.1,3.9,2.02,3.08,
경기도,평택시,56.47,43.53,56.47,43.53,,31.2,33.76666666666667,59.7,58.2,27.0,11.69,32.8,29.11,8.79,8.3,29.1,3.9,2.02,3.08,
경기도,양주시,51.87,48.13,51.87,48.13,,36.2,33.36666666666667,59.6,55.7,19.5,10.27,29.18,31.08,11.47,8.3,29.1,3.9,2.02,3.08,
경기도,동두천시,50.97,49.03,50.97,49.03,,33.65,31.566666666666663,57.75,58.95,25.3,9.66,22.41,36.45,17.84,8.3,29.1,3.9,2.02,3.08,
경기도,안산시상록구,54.49,45.51,54.49,45.51,,34.650000000000006,36.63333333333333,61.25,59.7,25.05,13.51,26.27,36.84,9.84,8.3,29.1,3.9,2.02,3.08,
경기도,안산시단원구,54.32,45.68,54.32,45.68,,34.0,33.166666666666664,56.6,55.2,21.2,12.79,28.49,35.64,8.94,8.3,29.1,3.9,2.02,3.08,
경기도,고양시덕양구,47.79,52.21,47.79,52.21,,39.3,45.03333333333334,62.35,62.95,23.65,10.42,29.78,32.6,11.83,8.3,29.1,3.9,2.02,3.08,
경기도,고양시일산동구,48.8,51.2,48.8,51.2,,37.85,38.03333333333334,63.2,60.5,22.65,11.75,28.38,34.1,10.51,8.3,29.1,3.9,2.02,3.08,
경기도,고양시일산서구,46.53,53.47,46.53,53.47,,38.45,43.5,63.8,60.65,22.2,11.54,25.99,35.38,11.13,8.3,29.1,3.9,2.02,3.08,
경기도,과천시,34.58,65.42,34.58,65.42,,52.25,55.56666666666666,77.85,72.0,19.75,9.99,31.37,28.18,9.33,8.3,29.1,3.9,2.02,3.08,
경기도,의왕시,42.0,58.0,42.0,58.0,,43.95,48.06666666666666,73.19999999999999,64.5,20.55,10.67,29.14,33.03,11.21,8.3,29.1,3.9,2.02,3.08,
경기도,구리시,46.24,53.76,46.24,53.76,,38.25,41.7,65.55,65.6,27.35,11.28,28.73,34.0,11.46,8.3,29.1,3.9,2.02,3.08,
경기도,남양주시,50.95,49.05,50.95,49.05,,36.25,38.333333333333336,61.75,61.650000000000006,25.4,10.35,27.82,32.35,11.89,8.3,29.1,3.9,2.02,3.08,
경기도,오산시,56.28,43.72,56.28,43.72,,31.7,33.9,61.1,59.75,28.05,11.37,34.63,28.02,7.72,8.3,29.1,3.9,2.02,3.08,
경기도,화성시,52.65,47.35,52.65,47.35,,37.05,40.266666666666666,63.05,55.5,18.45,10.9,35.31,25.86,6.8,8.3,29.1,3.9,2.02,3.08,
경기도,시흥시,54.76,45.24,54.76,45.24,,31.8,35.733333333333334,58.9,56.45,24.65,11.05,31.53,31.83,7.79,8.3,29.1,3.9,2.02,3.08,
경기도,군포시,44.52,55.48,44.52,55.48,,40.5,46.46666666666667,66.95,66.6,26.1,11.69,27.61,34.63,11.68,8.3,29.1,3.9,2.02,3.08,
경기도,하남시,47.63,52.37,47.63,52.37,,39.25,41.7,67.65,62.8,23.55,9.97,33.02,28.26,10.1,8.3,29.1,3.9,2.02,3.08,
경기도,파주시,53.65,46.35,53.65,46.35,,33.0,34.56666666666667,60.65,59.900000000000006,26.9,10.26,30.51,30.2,10.65,8.3,29.1,3.9,2.02,3.08,
경기도,여주시,48.48,51.52,48.48,51.52,,29.75,33.86666666666667,63.05,59.0,29.25,8.47,22.59,37.61,17.92,8.3,29.1,3.9,2.02,3.08,
경기도,이천시,52.94,47.06,52.94,47.06,,29.700000000000003,31.4,60.35,57.05,27.35,11.74,28.96,31.77,11.28,8.3,29.1,3.9,2.02,3.08,
경기도,용인시처인구,52.8,47.2,52.8,47.2,,32.599999999999994,37.5,61.25,60.75,28.15,11.25,28.75,32.58,11.28,8.3,29.1,3.9,2.02,3.08,
경기도,용인시수지구,41.41,58.59,41.41,58.59,,44.150000000000006,51.36666666666667,72.5,70.6,26.45,11.06,30.44,27.57,10.72,8.3,29.1,3.9,2.02,3.08,
경기도,용인시기흥구,44.51,55.49,44.51,55.49,,39.900000000000006,43.96666666666667,67.9,70.9,31.0,12.11,28.16,30.59,11.23,8.3,29.1,3.9,2.02,3.08,
경기도,안성시,50.0,50.0,50.0,50.0,,32.2,32.36666666666667,61.6,60.1,27.9,11.0,26.61,33.68,13.68,8.3,29.1,3.9,2.02,3.08,
경기도,김포시,50.11,49.89,50.11,49.89,,33.85,39.333333333333336,62.1,61.95,28.1,9.41,31.53,28.79,10.52,8.3,29.1,3.9,2.02,3.08,
경기도,광주시,53.85,46.15,53.85,46.15,,29.85,34.53333333333333,56.8,56.650000000000006,26.8,9.48,29.74,33.33,11.28,8.3,29.1,3.9,2.02,3.08,
경기도,포천시,48.65,51.35,48.65,51.35,,33.9,36.03333333333333,66.95,60.45,26.55,9.8,20.85,40.45,16.89,8.3,29.1,3.9,2.02,3.08,
경기도,연천군,39.84,60.16,39.84,60.16,,42.75,46.03333333333333,71.25,66.55000000000001,23.8,10.03,19.68,36.57,21.48,8.3,29.1,3.9,2.02,3.08,
경기도,양평군,40.81,59.19,40.81,59.19,,39.6,46.86666666666667,67.85,66.05,26.45,6.91,20.14,38.75,20.84,8.3,29.1,3.9,2.02,3.08,
경기도,가평군,40.55,59.45,40.55,59.45,,40.6,41.56666666666666,71.0,66.1,25.5,8.32,19.39,39.28,21.33,8.3,29.1,3.9,2.02,3.08,
강원특별자치도,춘천시,43.63,56.37,43.63,56.37,,40.4,44.8,68.75,65.3,24.9,12.12,25.72,32.15,14.1,10.1,23.2,3.7,2.06,3.01,
강원특별자치도,원주시,48.19,51.81,48.19,51.81,,33.95,40.2,63.75,62.25,28.3,10.49,27.62,33.19,12.05,10.1,23.2,3.7,2.06,3.01,
강원특별자치도,강릉시,45.13,54.87,45.13,54.87,,32.05,38.36666666666667,64.85,62.400000000000006,30.35,9.69,22.96,35.86,17.52,10.1,23.2,3.7,2.06,3.01,
강원특별자치도,동해시,45.31,54.69,45.31,54.69,,32.85,38.766666666666666,64.0,61.3,28.45,8.59,23.02,36.18,16.94,10.1,23.2,3.7,2.06,3.01,
강원특별자치도,삼척시,34.15,65.85,34.15,65.85,,36.2,53.2,77.1,70.80000000000001,34.6,9.53,18.77,37.46,20.6,10.1,23.2,3.7,2.06,3.01,
강원특별자치도,태백시,36.04,63.96,36.04,63.96,,40.75,43.23333333333333,68.0,69.1,28.35,7.05,20.08,37.88,21.61,10.1,23.2,3.7,2.06,3.01,
